Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A749310,*Jade,05/06/2017 03:11:00 PM,05/06/2017 03:11:00 PM,1834 Ferguson in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair Mix,Black/White,*Jade,08/14/2017 03:23:00 PM,08/14/2017 03:23:00 PM,05/07/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0.0
A756159,,08/14/2017 11:47:00 PM,08/14/2017 11:47:00 PM,900 Barton Springs in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,08/15/2017 07:44:00 AM,08/15/2017 07:44:00 AM,08/14/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A701042,Captain,04/23/2015 12:24:00 PM,04/23/2015 12:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Harrier/Pointer,White/Orange,Captain,05/02/2015 05:19:00 PM,05/02/2015 05:19:00 PM,09/23/2014,Dog,Neutered Male,7 months,Harrier/Pointer,White/Orange,0.0
A747286,,04/17/2017 04:42:00 PM,04/17/2017 04:42:00 PM,4025 Duval Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Cream Tabby,,04/17/2017 05:56:00 PM,04/17/2017 05:56:00 PM,04/07/2017,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A543040,Perseus,06/23/2017 04:07:00 PM,06/23/2017 04:07:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Longhair Mix,Brown Tabby/White,Perseus,07/01/2017 06:39:00 PM,07/01/2017 06:39:00 PM,03/22/2009,Cat,Neutered Male,8 years,Domestic Longhair Mix,Brown Tabby/White,0.0
A743271,,02/08/2017 12:58:00 PM,02/08/2017 12:58:00 PM,16622 Wells Rd in Travis (TX),Public Assist,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,White/Black,,02/17/2017 05:01:00 PM,02/17/2017 05:01:00 PM,08/18/2016,Dog,Neutered Male,6 months,Labrador Retriever Mix,White/Black,0.0
A715059,*Crissy,11/27/2015 05:03:00 PM,11/27/2015 05:03:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,7 years,Dachshund Mix,Black,*Crissy,11/30/2015 06:40:00 PM,11/30/2015 06:40:00 PM,10/30/2008,Dog,Spayed Female,7 years,Dachshund Mix,Black,0.0
A777522,Teddy,07/30/2018 09:44:00 AM,07/30/2018 09:44:00 AM,2213 E Howard Ln in Austin (TX),Stray,Injured,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan,Teddy,10/08/2018 02:00:00 PM,10/08/2018 02:00:00 PM,07/30/2017,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan,0.0
A734701,*Snow,09/11/2016 12:38:00 PM,09/11/2016 12:38:00 PM,5017 W Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Maltese Mix,White,*Snow,09/21/2016 12:00:00 AM,09/21/2016 12:00:00 AM,09/11/2006,Dog,Neutered Male,10 years,Maltese Mix,White,0.0
A760748,,10/23/2017 12:19:00 PM,10/23/2017 12:19:00 PM,8700 Cretys Cove in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie/White,,10/28/2017 06:18:00 PM,10/28/2017 06:18:00 PM,08/08/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie/White,0.0
A763993,Flash,12/19/2017 06:41:00 PM,12/19/2017 06:41:00 PM,Kasper Street And Brassie Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Jack Russell Terrier,White/Tricolor,Flash,12/20/2017 05:02:00 PM,12/20/2017 05:02:00 PM,12/19/2016,Dog,Neutered Male,1 year,Jack Russell Terrier,White/Tricolor,0.0
A777284,*Yoda,08/29/2018 04:08:00 PM,08/29/2018 04:08:00 PM,5005 Manor Rd 105 in Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,*Yoda,09/15/2018 02:23:00 PM,09/15/2018 02:23:00 PM,04/27/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0
A782455,Arlo,10/15/2018 02:25:00 PM,10/15/2018 02:25:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Maine Coon,Brown Tabby,Arlo,10/19/2018 12:31:00 PM,10/19/2018 12:31:00 PM,03/15/2013,Cat,Neutered Male,5 years,Maine Coon,Brown Tabby,0.0
A708890,*Obsidian,08/02/2015 11:30:00 AM,08/02/2015 11:30:00 AM,12600 Quirin Dr in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Obsidian,12/10/2015 11:47:00 AM,12/10/2015 11:47:00 AM,06/17/2015,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black/White,0.0
A805848,*Marshall,10/02/2019 04:27:00 PM,10/02/2019 04:27:00 PM,12345 Lamplight Village in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Shorthair Mix,Gray Tabby/White,*Marshall,10/06/2019 01:23:00 PM,10/06/2019 01:23:00 PM,10/02/2017,Cat,Intact Male,2 years,Domestic Shorthair Mix,Gray Tabby/White,0.0
A786381,Dancer,12/23/2018 11:20:00 AM,12/23/2018 11:20:00 AM,11551 Maha Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Australian Shepherd Mix,Sable/White,Dancer,01/11/2019 05:48:00 PM,01/11/2019 05:48:00 PM,11/13/2018,Dog,Neutered Male,1 month,Australian Shepherd Mix,Sable/White,0.0
A753304,*Pepper,07/04/2017 02:44:00 PM,07/04/2017 02:44:00 PM,6409 Springdale  Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,*Pepper,07/05/2017 02:58:00 PM,07/05/2017 02:58:00 PM,07/04/2016,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0.0
A758864,*Sam,09/23/2017 12:05:00 PM,09/23/2017 12:05:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Sam,10/28/2017 11:49:00 AM,10/28/2017 11:49:00 AM,08/01/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A697015,*Balthasar,02/16/2015 01:46:00 PM,02/16/2015 01:46:00 PM,West Gate Blvd And Jones Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Schnauzer Mix,Black/White,*Balthasar,02/25/2015 03:44:00 PM,02/25/2015 03:44:00 PM,02/16/2014,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,Black/White,0.0
A786979,Bobbie,01/05/2019 03:50:00 PM,01/05/2019 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby,Bobbie,08/02/2019 06:25:00 PM,08/02/2019 06:25:00 PM,01/05/2015,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby,0.0
A710630,*Sean,08/25/2015 12:42:00 PM,08/25/2015 12:42:00 PM,Rutherford And Centre in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Sean,09/11/2015 01:55:00 PM,09/11/2015 01:55:00 PM,06/25/2015,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A788550,,02/04/2019 02:34:00 PM,02/04/2019 02:34:00 PM,15450 Fm 1325 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Shih Tzu Mix,Black/White,,02/08/2019 11:47:00 AM,02/08/2019 11:47:00 AM,02/04/2015,Dog,Intact Female,4 years,Shih Tzu Mix,Black/White,0.0
A730753,Tigger,10/06/2017 03:52:00 PM,10/06/2017 03:52:00 PM,6301 A Latigo Pass in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby/White,Tigger,09/10/2019 02:27:00 PM,09/10/2019 02:27:00 PM,07/10/2008,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Orange Tabby/White,0.0
A761135,Bethie,10/29/2017 08:20:00 PM,10/29/2017 08:20:00 PM,3108 Eanes Cir in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,Bethie,10/30/2017 12:28:00 PM,10/30/2017 12:28:00 PM,10/30/2009,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,0.0
A795720,*Teddi,09/23/2019 06:17:00 PM,09/23/2019 06:17:00 PM,13904 Lampting Drive in Pflugerville (TX),Stray,Normal,Dog,Intact Female,6 months,Australian Kelpie Mix,Black/White,*Teddi,10/08/2019 03:51:00 PM,10/08/2019 03:51:00 PM,02/23/2019,Dog,Intact Female,7 months,Australian Kelpie Mix,Black/White,0.0
A730771,,07/10/2016 02:14:00 PM,07/10/2016 02:14:00 PM,12017 Amherst Drive in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair Mix,Cream Tabby,,07/10/2016 06:51:00 PM,07/10/2016 06:51:00 PM,07/06/2016,Cat,Unknown,4 days,Domestic Shorthair Mix,Cream Tabby,0.0
A780899,Cheetah,09/21/2018 02:57:00 PM,09/21/2018 02:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,Cheetah,09/21/2018 05:58:00 PM,09/21/2018 05:58:00 PM,09/21/2017,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,1.0
A791704,*Edgar,03/30/2019 01:17:00 PM,03/30/2019 01:17:00 PM,9202 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Black,*Edgar,05/01/2019 12:00:00 AM,05/01/2019 12:00:00 AM,03/30/2018,Dog,Neutered Male,1 year,Boxer Mix,Black,0.0
A805690,Sirius Black,09/30/2019 05:44:00 PM,09/30/2019 05:44:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,Sirius Black,10/16/2019 06:44:00 PM,10/16/2019 06:44:00 PM,07/16/2019,Cat,Intact Male,3 months,Domestic Shorthair,Black/White,0.0
A687217,,09/02/2014 12:16:00 PM,09/02/2014 12:16:00 PM,6710 Starcrest Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie Mix,Brown/White,,09/07/2014 04:27:00 PM,09/07/2014 04:27:00 PM,06/17/2014,Dog,Neutered Male,2 months,Border Collie Mix,Brown/White,0.0
A683424,Rufus,07/10/2014 11:55:00 AM,07/10/2014 11:55:00 AM,West 28Th/Rio Grande in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Schipperke Mix,Red/Black,Rufus,07/10/2014 03:01:00 PM,07/10/2014 03:01:00 PM,07/10/2004,Dog,Neutered Male,10 years,Schipperke Mix,Red/Black,0.0
A691174,*Ronni,10/30/2014 05:03:00 PM,10/30/2014 05:03:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Ronni,12/01/2014 05:29:00 PM,12/01/2014 05:29:00 PM,09/08/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A685199,*Theo,08/04/2014 08:55:00 AM,08/04/2014 08:55:00 AM,Lexington Meadow Ln in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Theo,08/11/2014 03:23:00 PM,08/11/2014 03:23:00 PM,06/27/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A764292,Nina,12/27/2017 12:30:00 PM,12/27/2017 12:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black,Nina,12/29/2017 05:09:00 PM,12/29/2017 05:09:00 PM,09/09/2017,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black,0.0
A752523,Whiskey,06/23/2017 12:32:00 PM,06/23/2017 12:32:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Golden Retriever Mix,Gold,Whiskey,06/25/2017 06:00:00 PM,06/25/2017 06:00:00 PM,06/23/2012,Dog,Neutered Male,5 years,Golden Retriever Mix,Gold,0.0
A797596,,06/15/2019 12:06:00 PM,06/15/2019 12:06:00 PM,907 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Tan,,06/27/2019 04:20:00 PM,06/27/2019 04:20:00 PM,06/15/2017,Dog,Spayed Female,2 years,Chihuahua Shorthair,Tan,0.0
A583676,Baby Boy,09/28/2015 01:14:00 PM,09/28/2015 01:14:00 PM,8801 S Ih 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown,Baby Boy,09/29/2015 11:25:00 AM,09/29/2015 11:25:00 AM,09/06/2006,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown,0.0
A716085,*Willie Nel,10/17/2015 09:39:00 AM,10/17/2015 09:39:00 AM,1000 Ellingson in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 weeks,Domestic Medium Hair Mix,Cream Tabby,*Willie Nel,12/20/2015 07:16:00 PM,12/20/2015 07:16:00 PM,10/01/2015,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby,0.0
A798293,Leo,06/24/2019 11:45:00 AM,06/24/2019 11:45:00 AM,307 East Croslin St in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Red,Leo,06/25/2019 11:44:00 AM,06/25/2019 11:44:00 AM,12/25/2014,Dog,Intact Male,4 years,Pit Bull,Red,0.0
A675496,,03/28/2014 12:13:00 PM,03/28/2014 12:13:00 PM,1101 Mearns Meadow Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Great Dane/Labrador Retriever,Brown,,04/07/2014 12:13:00 PM,04/07/2014 12:13:00 PM,09/28/2012,Dog,Neutered Male,1 year,Great Dane/Labrador Retriever,Brown,0.0
A666283,*Sen,10/29/2013 05:35:00 PM,10/29/2013 05:35:00 PM,4200 Glomar Ave in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,*Sen,02/22/2014 12:22:00 PM,02/22/2014 12:22:00 PM,10/29/2011,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A693526,Tj,12/09/2014 05:22:00 PM,12/09/2014 05:22:00 PM,2200 Kale in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle,Tj,12/10/2014 06:14:00 PM,12/10/2014 06:14:00 PM,12/09/2012,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle,0.0
A741390,Shiznik,01/01/2017 12:51:00 PM,01/01/2017 12:51:00 PM,205 W St Johns Ave in Austin (TX),Stray,Injured,Dog,Neutered Male,3 years,Shih Tzu Mix,Brown/White,Shiznik,01/12/2017 09:45:00 AM,01/12/2017 09:45:00 AM,01/01/2014,Dog,Neutered Male,3 years,Shih Tzu Mix,Brown/White,0.0
A671458,*Shep,01/24/2014 09:51:00 PM,01/24/2014 09:51:00 PM,3614 Bill Price in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,German Shepherd,Brown/Black,*Shep,02/03/2014 01:07:00 PM,02/03/2014 01:07:00 PM,01/24/2009,Dog,Neutered Male,5 years,German Shepherd,Brown/Black,0.0
A770125,,04/15/2018 03:35:00 PM,04/15/2018 03:35:00 PM,Tuscany Way And Highway 290 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,,04/19/2018 05:27:00 PM,04/19/2018 05:27:00 PM,02/15/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,0.0
A752476,,06/22/2017 04:47:00 PM,06/22/2017 04:47:00 PM,Austin (TX),Wildlife,Injured,Other,Unknown,5 months,Raccoon Mix,Black/Gray,,06/22/2017 06:35:00 PM,06/22/2017 06:35:00 PM,12/22/2016,Other,Unknown,5 months,Raccoon Mix,Black/Gray,1.0
A753806,*Bacon,07/11/2017 01:54:00 PM,07/11/2017 01:54:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Bacon,07/12/2017 01:38:00 PM,07/12/2017 01:38:00 PM,05/31/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A757968,,09/09/2017 11:59:00 AM,09/09/2017 11:59:00 AM,3207 Sunny Lane in Austin (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Medium Hair Mix,Blue Tabby/White,,09/15/2017 07:21:00 PM,09/15/2017 07:21:00 PM,04/24/2017,Cat,Unknown,4 months,Domestic Medium Hair Mix,Blue Tabby/White,0.0
A729763,,06/23/2016 03:13:00 PM,06/23/2016 03:13:00 PM,Martin Ave 53Rd St in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black Tabby,,06/23/2016 05:23:00 PM,06/23/2016 05:23:00 PM,06/13/2016,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black Tabby,0.0
A764396,Reyna,12/29/2017 12:37:00 PM,12/29/2017 12:37:00 PM,2600 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Border Collie/Australian Cattle Dog,Black/Tricolor,Reyna,12/30/2017 04:12:00 PM,12/30/2017 04:12:00 PM,03/30/2017,Dog,Intact Female,9 months,Border Collie/Australian Cattle Dog,Black/Tricolor,0.0
A773697,*Tulip,06/04/2018 02:02:00 PM,06/04/2018 02:02:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,*Tulip,07/18/2018 12:58:00 PM,07/18/2018 12:58:00 PM,04/27/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A700870,*Inez,05/04/2015 05:19:00 PM,05/04/2015 05:19:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 years,Domestic Shorthair Mix,Tortie,*Inez,05/15/2015 02:37:00 PM,05/15/2015 02:37:00 PM,04/20/2006,Cat,Intact Female,9 years,Domestic Shorthair Mix,Tortie,0.0
A730116,Zoey,06/28/2016 06:36:00 PM,06/28/2016 06:36:00 PM,6414 Elroy Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Great Pyrenees,White/Tan,Zoey,07/10/2016 01:38:00 PM,07/10/2016 01:38:00 PM,06/28/2012,Dog,Intact Female,4 years,Great Pyrenees,White/Tan,0.0
A665720,,11/01/2013 03:41:00 PM,11/01/2013 03:41:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan,,11/03/2013 03:32:00 PM,11/03/2013 03:32:00 PM,08/21/2013,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan,0.0
A706866,,07/04/2015 12:30:00 PM,07/04/2015 12:30:00 PM,2801 Crest Ave in Austin (TX),Stray,Sick,Cat,Intact Male,8 years,Domestic Shorthair Mix,Black/White,,07/07/2015 08:59:00 AM,07/07/2015 08:59:00 AM,07/04/2007,Cat,Intact Male,8 years,Domestic Shorthair Mix,Black/White,1.0
A670525,*George,01/09/2014 03:02:00 PM,01/09/2014 03:02:00 PM,11501 Pollyanna in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Dachshund Mix,Black/Brown,*George,01/20/2014 02:25:00 PM,01/20/2014 02:25:00 PM,01/09/2009,Dog,Neutered Male,5 years,Dachshund Mix,Black/Brown,0.0
A797899,*Henry,06/19/2019 11:32:00 AM,06/19/2019 11:32:00 AM,1881 Grove Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,*Henry,07/21/2019 02:11:00 PM,07/21/2019 02:11:00 PM,05/14/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,0.0
A807277,,10/23/2019 11:39:00 AM,10/23/2019 11:39:00 AM,4608 Westgate Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Brown Tabby/White,,10/30/2019 04:46:00 PM,10/30/2019 04:46:00 PM,08/23/2019,Cat,Intact Female,2 months,Domestic Medium Hair,Brown Tabby/White,0.0
A807609,Reisling,11/01/2019 12:20:00 PM,11/01/2019 12:20:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,Blue/White,Reisling,12/28/2019 06:26:00 PM,12/28/2019 06:26:00 PM,05/01/2018,Dog,Neutered Male,1 year,Pit Bull,Blue/White,0.0
A678763,Snowflake,05/13/2014 12:25:00 PM,05/13/2014 12:25:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 months,Siamese Mix,Lynx Point,Snowflake,05/25/2014 06:06:00 PM,05/25/2014 06:06:00 PM,09/12/2013,Cat,Spayed Female,8 months,Siamese Mix,Lynx Point,0.0
A711613,Lola,09/09/2015 04:16:00 PM,09/09/2015 04:16:00 PM,2516 W Parmer Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Beauceron Mix,Black/Tan,Lola,09/10/2015 01:38:00 PM,09/10/2015 01:38:00 PM,03/10/2014,Dog,Spayed Female,1 year,Beauceron Mix,Black/Tan,0.0
A701453,Tigger,06/10/2015 03:55:00 PM,06/10/2015 03:55:00 PM,1601 E Slaughter Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Harrier Mix,Brown Brindle/White,Tigger,07/26/2015 06:02:00 PM,07/26/2015 06:02:00 PM,10/29/2013,Dog,Neutered Male,1 year,Harrier Mix,Brown Brindle/White,0.0
A746481,,04/03/2017 06:12:00 PM,04/03/2017 06:12:00 PM,6502 Chesterfield Ave in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/Gray,,04/04/2017 08:15:00 AM,04/04/2017 08:15:00 AM,04/03/2016,Other,Unknown,1 year,Raccoon Mix,Black/Gray,1.0
A742757,*Chloe,01/27/2017 01:46:00 PM,01/27/2017 01:46:00 PM,4900 E Oltorf St in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black Tabby,*Chloe,02/05/2017 05:35:00 PM,02/05/2017 05:35:00 PM,11/27/2016,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black Tabby,0.0
A740877,,12/24/2016 02:14:00 PM,12/24/2016 02:14:00 PM,Highway 183 in Austin (TX),Stray,Injured,Bird,Unknown,2 years,Hawk Mix,Gray,,12/25/2016 10:14:00 AM,12/25/2016 10:14:00 AM,12/24/2014,Bird,Unknown,2 years,Hawk Mix,Gray,0.0
A763520,Denim,12/09/2017 07:18:00 PM,12/09/2017 07:18:00 PM,13316 Coomes Drive in Del Valle (TX),Stray,Normal,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Brown/Black,Denim,12/28/2017 04:30:00 PM,12/28/2017 04:30:00 PM,01/01/2017,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Brown/Black,0.0
A694148,Wes,12/21/2014 11:07:00 AM,12/21/2014 11:07:00 AM,Far West Blvd & Chimney Corners in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Border Collie,Black/White,Wes,12/22/2014 06:05:00 PM,12/22/2014 06:05:00 PM,12/21/2011,Dog,Neutered Male,3 years,Border Collie,Black/White,0.0
A668540,*Noelle,12/04/2013 11:12:00 PM,12/04/2013 11:12:00 PM,Lago Vista (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black/White,*Noelle,12/17/2013 12:13:00 PM,12/17/2013 12:13:00 PM,12/04/2012,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White,0.0
A701269,,04/26/2015 04:18:00 PM,04/26/2015 04:18:00 PM,5703 Whitebrook Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie,,04/26/2015 05:35:00 PM,04/26/2015 05:35:00 PM,04/11/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie,0.0
A753822,*Connor,07/11/2017 03:53:00 PM,07/11/2017 03:53:00 PM,2705 Hoeke Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown,*Connor,08/07/2017 12:54:00 PM,08/07/2017 12:54:00 PM,07/11/2016,Dog,Neutered Male,1 year,Boxer Mix,Brown,0.0
A718149,,12/22/2015 03:01:00 PM,12/22/2015 03:01:00 PM,1604 Creek Hollow Drive in Austin (TX),Stray,Injured,Dog,Neutered Male,13 years,Australian Shepherd Mix,Black/Tan,,12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,12/22/2002,Dog,Neutered Male,13 years,Australian Shepherd Mix,Black/Tan,0.0
A715926,,11/10/2015 01:22:00 AM,11/10/2015 01:22:00 AM,7427 Onion Creek in Austin (TX),Stray,Normal,Other,Unknown,0 years,Rat Mix,Pink,,11/12/2015 01:27:00 PM,11/12/2015 01:27:00 PM,11/10/2015,Other,Unknown,2 days,Rat Mix,Pink,1.0
A775908,Bella,07/06/2018 12:43:00 PM,07/06/2018 12:43:00 PM,6117 Us 290 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Mastiff Mix,Brown Brindle,Bella,07/07/2018 02:57:00 PM,07/07/2018 02:57:00 PM,07/06/2014,Dog,Intact Female,4 years,Mastiff Mix,Brown Brindle,0.0
A776534,Kat,07/15/2018 01:19:00 PM,07/15/2018 01:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Queensland Heeler Mix,White/Brown,Kat,07/23/2018 12:41:00 PM,07/23/2018 12:41:00 PM,07/15/2017,Dog,Intact Female,1 year,Queensland Heeler Mix,White/Brown,0.0
A672423,Valentine,02/10/2014 07:39:00 AM,02/10/2014 07:39:00 AM,Bolm / Smith in Austin (TX),Stray,Aged,Dog,Spayed Female,12 years,Collie Rough Mix,Red,Valentine,02/14/2014 11:44:00 AM,02/14/2014 11:44:00 AM,02/10/2002,Dog,Spayed Female,12 years,Collie Rough Mix,Red,0.0
A656708,Peter,10/10/2015 11:23:00 AM,10/10/2015 11:23:00 AM,Broadmoor Dr & Andover Pl in Austin (TX),Stray,Normal,Cat,Neutered Male,18 years,Domestic Shorthair,Orange Tabby,Peter,11/24/2015 12:56:00 PM,11/24/2015 12:56:00 PM,06/18/1997,Cat,Neutered Male,18 years,Domestic Shorthair,Orange Tabby,0.0
A783696,Floki,11/04/2018 03:28:00 PM,11/04/2018 03:28:00 PM,9102 Shepherd Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,Floki,12/05/2018 06:48:00 PM,12/05/2018 06:48:00 PM,09/08/2018,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A761366,Kadee,11/03/2017 01:14:00 PM,11/03/2017 01:14:00 PM,7610 Cameron Road #2110 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,Kadee,11/13/2017 02:10:00 PM,11/13/2017 02:10:00 PM,11/03/2015,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,0.0
